Titulo;Data de inicio;Data de fim;Data publicacao;Local
Vereador Reginaldo Tripoli ;2019/07/10 15:30:00 GMT-3;2019/07/10 15:30:00 GMT-3;2019-07-09T21:26:46-03:00;Local: Gabinete do Prefeito
Despacho com Secretários do Governo – Mauro Ricardo, Desenvolvimento Urbano – Fernando Chucre, Justiça – Rubens Rizek, Subprefeituras – Alexandre Modonezi, Infraestrutura e Obras – Vitor Aly, Turismo – Orlando Faria, Adjunto de Turismo – Alcides Fagotti Junior, Subprefeito da Sé – Roberto Arantes e Procurador-Geral do Município – Guilherme Bueno de Camargo;2019/07/10 11:30:00 GMT-3;2019/07/10 11:30:00 GMT-3;2019-07-09T21:25:50-03:00;Local: Gabinete do Prefeito
Despacho com Secretário do Governo Municipal – Mauro Ricardo;2019/07/10 10:45:00 GMT-3;2019/07/10 10:40:00 GMT-3;2019-07-09T21:24:00-03:00;Local: Gabinete do Prefeito
Visita a equipamento público;2019/07/10 10:00:00 GMT-3;2019/07/10 10:00:00 GMT-3;2019-07-09T21:21:08-03:00; 
Renovação de Frota na Linha 10 – Turquesa da CPTM, com Governador em exercício – Rodrigo Garcia, Secretário Municipal de Mobilidade e Transportes – Edson Caram e Subprefeito do Ipiranga – Caio Luz;2019/07/10 07:00:00 GMT-3;2019/07/10 07:00:00 GMT-3;2019-07-09T21:20:00-03:00;Estação Tamanduateí da CPTM (Av. Presidente Wilson, nº 4.841 - Vila Independência)
"Mutirão nos Bairros" – Sapopemba, com Secretários de Relações Sociais – Fátima Marques, Habitação – João Farias, Cultura – Alexandre Youssef, Casa Civil – João Jorge, Pessoa com Deficiência – Cid Torquato, Inovação e Tecnologia – Daniel Annenberg, Adjunto das Subprefeituras – Pedro Jehá, Adjunto de Assistência e Desenvolvimento Social – Marcelo Del Bosco, Chefe de Gabinete da Secretaria de Desenvolvimento Econômico e Trabalho – Roberto Godoi, Subprefeito de Sapopemba – Oziel Evangelista de Souza, Secretária Executiva Adjunta de Promoção da Igualdade Racial/SMDHC – Elisa Lucas Rodrigues, Diretor-Presidente da COHAB – Alex Peixe, Diretor-Presidente da ADESAMPA – Frederico Celentano, Diretor de Planejamento e Desenvolvimento da AMLURB – Monty Dahan e Coordenadora Regional de Saúde – Nilza Maria Piassi Bertelli;2019/07/06 10:00:00 GMT-3;2019/07/06 10:00:00 GMT-3;2019-07-05T20:48:48-03:00;Local: Av. Arquiteto Vilanova Artigas, oposto ao nº 1.396 – Sapopemba)
Jantar Anual do Dia do Panificador, com Secretária-Adjunta de Desenvolvimento Econômico e Trabalho – Ana Carolina Lafemina e Diretor-Presidente da SP Negócios – Juan Quirós;2019/07/05 19:30:00 GMT-3;2019/07/05 19:30:00 GMT-3;2019-07-04T21:10:27-03:00;Local: Buffet Torres (Av. dos Imarés, 182 – Moema)
Entrevista para Sergio Quintella, da VEJA;2019/07/05 17:30:00 GMT-3;2019/07/05 17:30:00 GMT-3;2019-07-04T21:08:53-03:00;Local: Gabinete do Prefeito
Reunião com Fundador da Maze Fest (Festival Maze de Skate) – Persio Tagawa, Ex-Deputado Estadual – Alberto Hiar (“Turco Loco”), Secretários de Cultura – Alexandre Youssef, Casa Civil – João Jorge, Adjunta de Desenvolvimento Econômico e Trabalho – Ana Carolina Lafemina, Adjunto de Esportes e Lazer – Thiago Lobo e Secretário Executivo do Gabinete do Prefeito – Fabio Lepique;2019/07/05 16:45:00 GMT-3;2019/07/05 16:45:00 GMT-3;2019-07-04T21:07:36-03:00;Local: Gabinete do Prefeito
Reunião com Diretora do Instituto Feira Preta – Adriana Barbosa, Coordenadora do Instituto Feira Preta – Vera Nunes Santana, Ex-Deputado Estadual – Alberto Hiar (“Turco Loco"), Secretários de Cultura – Alexandre Youssef, Turismo – Orlando Faria, Casa Civil – João Jorge, Direitos Humanos e Cidadania em exercício – Berenice Giannella, Adjunta de Desenvolvimento Econômico e Trabalho – Ana Carolina Lafemina e Secretário Executivo do Gabinete do Prefeito – Fabio Lepique ;2019/07/05 16:30:00 GMT-3;2019/07/05 16:30:00 GMT-3;2019-07-04T21:05:17-03:00;Local: Gabinete do Prefeito
Reunião com Esposa do Mano Brown do Racionais MC's – Eliane Dias, Ex-Deputado Estadual – Alberto Hiar (“Turco Loco"), Secretários de Cultura – Alexandre Youssef, Turismo – Orlando Faria, Subprefeituras – Alexandre Modonezi, Casa Civil – João Jorge, Adjunta de Desenvolvimento Econômico e Trabalho – Ana Carolina Lafemina, Secretário Executivo do Gabinete do Prefeito – Fabio Lepique e Subprefeita de Campo Limpo – Claudete Pereira da Silva;2019/07/05 16:00:00 GMT-3;2019/07/05 16:00:00 GMT-3;2019-07-04T21:04:02-03:00;Local: Gabinete do Prefeito
Despacho com Chefe de Gabinete – Vitor Sampaio ;2019/07/05 15:15:00 GMT-3;2019/07/05 15:15:00 GMT-3;2019-07-04T21:03:07-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino;2019/07/05 15:00:00 GMT-3;2019/07/05 15:00:00 GMT-3;2019-07-04T21:01:58-03:00;Local: Gabinete do Prefeito
Reunião sobre o “Grande Prêmio do Cinema Brasileiro”, com Secretário de Estado da Cultura e Economia Criativa – Sérgio Sá Leitão, Diretor-Presidente da Academia Brasileira de Cinema – Jorge Peregrino, Assessora Especial da Secretaria de Cultura e Economia Criativa – Roberta Brum, Secretários Municipais de Cultura – Alexandre Youssef, Infraestrutura Urbana e Obras – Vitor Aly, Diretora-Presidente da Spcine – Laís Bodanzky, Diretora de Desenvolvimento e Políticas Audiovisuais da Spcine – Malu Andrade, Gerente de Difusão da Spcine – Leticia Santinon, Assessoras de Imprensa da Academia Brasileira de Cinema – Cristina Rio Branco e Roberta Profice, Assessora de Imprensa da Secretaria de Cultura e Economia Criativa do Estado – Stephanie Gomes, Assessora de SMC – Fernanda Couto, Assessor de Imprensa da Spcine – Guilherme Mariano e Assessora de Comunicação da Spcine – Nathalia Henrique;2019/07/05 14:30:00 GMT-3;2019/07/05 14:30:00 GMT-3;2019-07-04T21:00:56-03:00;Local: Gabinete do Prefeito


Almoço na Laje do Bistrô & Café “Mãos de Maria”;2019/07/05 12:00:00 GMT-3;2019/07/05 12:00:00 GMT-3;2019-07-04T20:59:41-03:00;Local: União dos Moradores e do Comércio de Paraisópolis (Rua Ernest Renan, 1.366 – Vila Andrade / Paraisópolis)
Entrevista para a Rádio Nova Paraisópolis;2019/07/05 11:30:00 GMT-3;2019/07/05 11:30:00 GMT-3;2019-07-04T20:58:56-03:00;Local: União dos Moradores e do Comércio de Paraisópolis (Rua Ernest Renan, 1.366 – Vila Andrade / Paraisópolis)
Inauguração da EMEF Perimetral, com Secretários de Educação – Bruno Caetano, Infraestrutura Urbana e Obras – Vitor Aly, Habitação – João Farias e Subprefeita do Campo Limpo – Claudete Pereira da Silva;2019/07/05 10:20:00 GMT-3;2019/07/05 10:20:00 GMT-3;2019-07-04T20:57:57-03:00;Local: Av. Hebe Camargo, 299 – Paraisópolis
Despacho com Secretário da Casa Civil – João Jorge;2019/07/05 09:30:00 GMT-3;2019/06/05 00:30:00 GMT-3;2019-07-04T20:56:50-03:00;Local: Gabinete do Prefeito
Visita a equipamento público;2019/07/04 14:55:00 GMT-3;2019/07/04 14:55:00 GMT-3;2019-07-03T21:51:46-03:00; 
Entrevista para a Revista Acontece Leste;2019/07/04 12:30:00 GMT-3;2019/07/04 12:30:00 GMT-3;2019-07-03T21:50:27-03:00;Local: Gabinete do Prefeito
Despacho com Secretária de Gestão – Malde Vilas Bôas;2019/07/04 12:00:00 GMT-3;2019/07/04 12:00:00 GMT-3;2019-07-03T21:49:33-03:00;Local: Gabinete do Prefeito
Despacho com Chefe da Assessoria Militar – Tenente Coronel Ana Cláudia;2019/07/04 11:30:00 GMT-3;2019/07/04 11:30:00 GMT-3;2019-07-03T21:48:33-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Educação - Bruno Caetano;2019/07/04 11:00:00 GMT-3;2019/07/04 11:00:00 GMT-3;2019-07-03T21:45:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Mobilidade e Transportes – Edson Caram;2019/07/04 10:30:00 GMT-3;2019/07/04 10:30:00 GMT-3;2019-07-03T21:44:56-03:00;Local: Gabinete do Prefeito
Reunião com Vereadores, Secretários de Governo – Mauro Ricardo, Casa Civil – João Jorge, Saúde – Edson Aparecido, Desenvolvimento Econômico e Trabalho – Aline Cardoso, Esportes e Lazer – Carlos Bezerra, Secretário Executivo de Relações Federativas e Metropolitanas – Ricardo Tripoli e o Chefe de Gabinete de Inovação e Tecnologia - Fernando Batistuzzo;2019/07/04 09:30:00 GMT-3;2019/07/04 09:30:00 GMT-3;2019-07-03T21:44:00-03:00;Local: Gabinete do Prefeito
Assinatura de Memorando de Entendimento entre a PMSP e a OEI – Organização dos Estados Ibero-americanos para Educação, Ciência e Cultura, com o Secretário-Geral da OEI – Mariano Jabonero, Diretor da OEI no Brasil – Raphael Callou, Assessor de Comunicação da OEI – Hércules Barros, Desenvolvimento Econômico e do Trabalho – Aline Cardoso, Assistência e Desenvolvimento Social – Berenice Gianella, Cultura – Alexandre Youssef, Educação – Bruno Caetano, Secretário Executivo de Relações Internacionais – Luiz Alvaro, e o Chefe de Gabinete de Inovação e Tecnologia – Fernando Batistuzzo;2019/07/04 09:00:00 GMT-3;2019/07/04 09:00:00 GMT-3;2019-07-03T21:42:00-03:00;Local: Gabinete do Prefeito
Abertura da 9ª Edição da Mostra SP de Fotografia – Tema "Plástico", com Vereador Reginaldo Tripoli e Secretário de Cultura – Alexandre Youssef;2019/07/03 19:30:00 GMT-3;2019/07/03 19:30:00 GMT-3;2019-07-02T21:01:10-03:00;Local: Escola Britânica de Artes Criativas (Rua Mourato Coelho 1.404 – Vila Madalena)
Despacho com Chefe de Gabinete – Vitor Sampaio;2019/07/03 18:00:00 GMT-3;2019/07/03 18:00:00 GMT-3;2019-07-02T21:00:14-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino;2019/07/03 17:30:00 GMT-3;2019/07/03 17:30:00 GMT-3;2019-07-02T20:59:02-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Segurança Urbana – José Roberto Oliveira;2019/07/03 17:00:00 GMT-3;2019/07/03 17:00:00 GMT-3;2019-07-02T20:57:21-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Gustavo Pires;2019/07/03 15:30:00 GMT-3;2019/07/03 15:30:00 GMT-3;2019-07-02T20:54:45-03:00;Local: Gabinete do Prefeito
Reunião com Secretário-Adjunto de Coordenação e Governança do Patrimônio da União – Mauro Filho, Procurador da Consultoria Jurídica da AGU – Fabiano Araújo, Coordenador-Geral de Desenvolvimento e Infraestrutura da Secretaria de Coordenação e Governança do Patrimônio da União – Lúcio Melquides, Procurador-Geral da Fazenda Nacional – José Levi Mello do Amaral Júnior, Superintendente da Secretaria de Coordenação e Governança do Patrimônio da União (SPU/SP) – Eduardo Santos Barroso, Coordenador da SPU/SP – Denis Fabrisio de Oliveira Selymes, Arquiteto da SPU/SP – Gláuber Augusto de Macedo, Secretários de Justiça – Rubens Rizek, Subprefeituras – Alexandre Modonezi, Desenvolvimento Econômico e Trabalho – Aline Cardoso e Chefe de Gabinete – Vitor Sampaio;2019/07/03 14:30:00 GMT-3;2019/07/03 14:30:00 GMT-3;2019-07-02T20:52:49-03:00;Local: Gabinete do Prefeito
Reunião com Novo Presidente do Clube Juventus – Antônio Ruiz Gonsalez, Vice-Presidente do Juventus – Paulo Troise, Diretor de Gestão Corporativa – Antonio Ramalho Mendes, Assessor do Presidente do Juventus – Amaury Russo, Vereadora Edir Sales, Assessor de Imprensa da Vereadora – Everton Aguiar, Assessor Parlamentar da Vereadora – Paulo Ferreira, Secretários da Casa Civil – João Jorge, Licenciamento (em exercício) – Vivian Satiro e Secretário Executivo do Gabinete do Prefeito – Fabio Lepique;2019/07/03 11:30:00 GMT-3;2019/07/03 11:30:00 GMT-3;2019-07-02T20:50:30-03:00;Local: Gabinete do Prefeito
Lançamento do Idep – Índice de Desenvolvimento da Educação Paulistana e Anúncio de Ações para Rede Municipal de Educação, com Secretários de Educação – João Cury, Cultura – Alexandre Youssef, Justiça – Rubens Rizek, Infraestrutura Urbana e Obras – Vitor Aly, Comunicação – Marco Antonio Sabino, Gestão – Malde Vilas Boas, Diretor-Presidente da Amlurb – Edson Tomaz e Subprefeito da Sé – Roberto Arantes;2019/07/03 10:00:00 GMT-3;2019/07/03 10:00:00 GMT-3;2019-07-02T20:49:00-03:00;Local: Theatro Municipal (Praça Ramos de Azevedo, s/n – República)
Reunião do Projeto Novo CEAGESP e CITI, com Governador João Doria, Secretários Municipais do Governo – Mauro Ricardo, Justiça – Rubens Rizek, Desenvolvimento Urbano – Fernando Chucre, Inovação e Tecnologia – Daniel Annenberg, Desenvolvimento Econômico e Trabalho – Aline Cardoso e Diretor de Desenvolvimento da SP Urbanismo – Leonardo Castro;2019/07/03 08:00:00 GMT-3;2019/07/03 08:00:00 GMT-3;2019-07-02T20:47:42-03:00;Local: Palácio dos Bandeirantes – Gabinete do Governador (Sala 1)
Reunião com Presidente Global da Lime – Joe Kraus, Diretor-Geral da Lime LATAM – Demetrios Christofidis, Diretor-Geral da Lime Brasil – John Paz, Diretor de Relações Institucionais da Lime Brasil – Felipe Daud, Secretários de Governo – Mauro Ricardo, Mobilidade e Transportes – Edson Caram, Justiça – Rubens Rizek e Subprefeituras – Alexandre Modonezi;2019/07/02 16:30:00 GMT-3;2019/07/02 17:30:00 GMT-3;2019-07-01T20:59:00-03:00;Local: Palácio dos Bandeirantes 


3ª Reunião do Projeto do Parque Campo de Marte, com Governador João Doria, Secretários do Governo – Mauro Ricardo, Justiça – Rubens Rizek, Segurança Urbana – José Roberto Oliveira, Desenvolvimento Urbano – Fernando Chucre, Verde e Meio Ambiente – Eduardo de Castro e Superintendente de Estruturação de Projetos da SP Urbanismo – Marcelo Ignatios;2019/07/02 15:00:00 GMT-3;2019/07/02 15:30:00 GMT-3;2019-07-01T20:58:00-03:00;Local: Palácio dos Bandeirantes – Salão dos Despachos
Almoço com Governador João Doria;2019/07/02 13:00:00 GMT-3;2019/07/02 13:00:00 GMT-3;2019-07-01T20:57:10-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Despacho com Secretário Executivo – Gustavo Pires;2019/07/02 07:30:00 GMT-3;2019/07/02 07:30:00 GMT-3;2019-07-01T20:56:19-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marco Antonio Sabino;2019/07/01 17:30:00 GMT-3;2019/07/01 17:30:00 GMT-3;2019-06-30T20:28:34-03:00;Local: Gabinete do Prefeito
Despacho com Chefe de Gabinete – Vitor Sampaio ;2019/07/01 17:00:00 GMT-3;2019/07/01 17:00:00 GMT-3;2019-07-01T08:32:32-03:00;Local: Gabinete do Prefeito
Reunião com Representantes do GT de Baixa Visão, Cegueira e Surdo Cegueira, Secretários da Pessoa com Deficiência – Cid Torquato, Saúde – Edson Aparecido, Educação – João Cury, Assistência e Desenvolvimento Social – Marcelo Del Bosco, Mobilidade e Transportes – Edson Caram e Chefe de Gabinete de Cultura – Carlota Mingolla;2019/07/01 16:30:00 GMT-3;2019/07/01 16:30:00 GMT-3;2019-06-30T20:26:05-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Casa Civil – João Jorge;2019/07/01 15:30:00 GMT-3;2019/07/01 15:30:00 GMT-3;2019-06-30T20:24:45-03:00;Local: Gabinete do Prefeito
Reunião com Embaixador do México no Brasil – José Ignácio Piña Rojas, Cônsul-Geral em São Paulo – Raúl Bolaños-Cacho Guzmán, Cônsul-Geral Adjunto – Luis Gerardo Hernández Madrigal, Cônsul para Assuntos Culturais e Cooperação – Oscar Soberanes Benítez, Assessor do Cônsul-Geral – Bruno César Silva, Secretário Executivo de Relações Internacionais – Luiz Alvaro, Coordenadora de Assuntos Internacionais Bilaterais – Elizabeth Carmelita e Assessor Internacional – Francisco Denes Pereira;2019/07/01 15:00:00 GMT-3;2019/07/01 15:00:00 GMT-3;2019-06-30T20:23:34-03:00;Local: Gabinete do Prefeito
Reunião com Assessora da Diretoria Metropolitana da Sabesp – Karla Ichiba;2019/07/01 14:30:00 GMT-3;2019/07/01 14:30:00 GMT-3;2019-06-30T20:20:00-03:00;Local: Gabinete do Prefeito
Visita a equipamento de saúde;2019/07/01 11:45:00 GMT-3;2019/07/01 11:45:00 GMT-3;2019-06-30T20:19:39-03:00;Prefeitura
Coletiva de Imprensa para Anúncio do Programa "To Legal";2019/07/01 10:30:00 GMT-3;2019/07/01 10:30:00 GMT-3;2019-06-30T20:18:32-03:00;Local: Sala de Coletiva de Imprensa da Prefeitura – 6º Andar
Despacho com Secretário Executivo – Gustavo Pires;2019/07/01 09:00:00 GMT-3;2019/07/01 09:00:00 GMT-3;2019-06-30T20:17:15-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Justiça – Rubens Rizek, Subprefeituras – Alexandre Modonezi e Licenciamento – César Azevedo;2019/06/28 16:30:00 GMT-3;2019/06/28 16:30:00 GMT-3;2019-06-27T21:17:50-03:00;Local: Gabinete do Prefeito
Reunião com Diretor-Superintendente do Centro Comercial Aricanduva – Marcos Sérgio de Oliveira Novaes, Arquiteto Urbanista – Danubio Monte, Engenheiro – José Carlos N. Rodrigues Alves, Diretor da Savoy – Hugo Salomone, Pedro Demenato, Secretários de Infraestrutura Urbana e Obras – Vitor Aly, Mobilidade e Transportes – Edson Caram, Educação – João Cury e Subprefeita de Itaquera – Silvia Regina;2019/06/28 15:30:00 GMT-3;2019/06/28 15:30:00 GMT-3;2019-06-27T21:16:00-03:00;Local: Gabinete do Prefeito
Entrega da Medalha “Ordem do Ipiranga” ao Ministro da Justiça e Segurança Pública – Sérgio Moro, com Governador João Doria;2019/06/28 14:30:00 GMT-3;2019/06/28 14:30:00 GMT-3;2019-06-27T21:15:41-03:00;Local: Palácio dos Bandeirantes – Salão dos Despachos
Almoço com Governador João Doria;2019/06/28 12:30:00 GMT-3;2019/06/28 12:30:00 GMT-3;2019-06-27T21:14:36-03:00;Local: Palácio dos Bandeirantes – Restaurante Ipiranga
16ª Reunião do CDRMSP – Conselho de Desenvolvimento da Região Metropolitana de São Paulo, com Secretário Executivo de Relações Federativas e Metropolitanas –  Ricardo Tripoli e Secretário da Pessoa com Deficiência – Cid Torquato;2019/06/28 10:00:00 GMT-3;2019/06/28 10:00:00 GMT-3;2019-06-27T21:13:32-03:00;Local: Praça das Artes – Espaço de Convivência (Av. São João, 281, 1º Andar – Centro)
Visita a equipamento público de saúde;2019/06/28 09:00:00 GMT-3;2019/06/28 09:00:00 GMT-3;2019-06-27T21:12:25-03:00;Prefeitura
Lançamento do Mobilab+ Laboratório de Inovação Aberta, com Secretários de Inovação e Tecnologia – Daniel Annenberg, Desenvolvimento Econômico e Trabalho – Aline Cardoso, Diretor-Presidente da PRODAM – Daniel Glaessel Ramalho, Diretor de Infraestrutura e Tecnologia da PRODAM – Rodrigo Esteves Tafner, Diretor de Desenvolvimento e Operações da PRODAM – Marcos Mungo, Gerente de Comunicação e Marketing – Lucas Campagna Filho e Subprefeito da Sé – Roberto Arantes;2019/06/27 19:30:00 GMT-3;2019/06/27 19:30:00 GMT-3;2019-06-26T20:58:07-03:00;Local: Mobilab (Rua Boa Vista, 136, Mezanino – Centro)
Despacho com Secretário de Habitação – João Farias;2019/06/27 17:45:00 GMT-3;2019/06/27 17:45:00 GMT-3;2019-06-26T20:56:01-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Cultura – Alexandre Youssef;2019/06/27 17:30:00 GMT-3;2019/06/27 17:30:00 GMT-3;2019-06-26T20:54:59-03:00;Local: Gabinete do Prefeito
Atendimentos na Subprefeitura da Mooca;2019/06/27 14:00:00 GMT-3;2019/06/27 14:00:00 GMT-3;2019-06-26T20:53:55-03:00;Local: Rua Taquari, 549
Almoço com Vereadores Rute Costa, Adilson Amadeu, Ricardo Teixeira, Edir Sales e Quito Formiga, Secretário da Casa Civil – João Jorge, Secretário Executivo do Gabinete do Prefeito – Fabio Lepique e Subprefeito da Mooca – Guilherme Kopke Brito;2019/06/27 12:00:00 GMT-3;2019/06/27 12:00:00 GMT-3;2019-06-26T20:52:17-03:00;Local: Esfiharia Juventus (R. Visc. de Laguna, 152 – Mooca)
Visita a equipamento público;2019/06/27 10:10:00 GMT-3;2019/06/27 10:10:00 GMT-3;2019-06-26T20:51:17-03:00;Prefeitura
Abertura do Seminário "Os Desafios do SUS em São Paulo: As Parcerias com Organizações Sociais", com Secretário da Saúde – Edson Aparecido e Secretário Substituto de Relações Internacionais – Rodrigo Massi;2019/06/27 09:00:00 GMT-3;2019/06/27 09:00:00 GMT-3;2019-06-26T20:50:20-03:00;Local: Braston Hotel São Paulo – Sala Topázio (Rua Martins Fontes, 330, 1º andar – Consolação)
